imdb_id,avg_rating,vote_count
tt0109368,6.0,1053
tt0109370,5.9,18657
tt0109376,2.6,4582
tt0109402,5.9,22725
tt0109444,6.9,111653
tt0109446,6.7,76318
tt0109447,5.5,8934
tt0109456,5.2,26537
tt0109506,7.5,220994
tt0109578,4.9,9311
tt0109635,6.2,56199
tt0109707,7.8,187786
tt0109813,5.0,89019
tt0109836,6.3,60738
tt0110005,7.2,68997
tt0110027,4.5,22605
tt0110066,5.9,7713
tt0110093,5.4,12949
tt0110146,5.4,9337
tt0110148,7.5,360917
tt0110186,6.6,4872
tt0110216,4.7,74851
tt0110265,6.4,21937
tt0110289,6.4,476
tt0110322,7.5,190465
tt0110329,4.6,12515
tt0110399,5.9,8032
tt0110413,8.5,1295623
tt0110598,7.2,43516
tt0110622,6.5,115370
tt0110632,7.2,259127
tt0110638,6.5,31630
tt0110657,4.6,35514
tt0110678,6.1,23441
tt0110725,4.6,26177
tt0110759,6.6,14958
tt0110763,6.2,26526
tt0110907,5.2,16227
tt0110944,6.4,5515
tt0110950,6.6,55596
tt0110955,6.9,27603
tt0110971,6.2,19590
tt0110978,3.4,27240
tt0111070,6.6,140485
tt0111127,6.8,36168
tt0111143,6.1,27997
tt0111161,9.3,3022471
tt0111187,5.9,5084
tt0111255,5.6,71437
tt0111280,6.6,88965
tt0111282,7.0,211266
tt0111301,4.1,77387
tt0111323,6.2,13736
tt0111333,6.4,27998
tt0111400,5.5,15004
tt0111419,6.2,19419
tt0111438,5.9,66470
tt0111503,7.3,290291
tt0111579,7.8,16743
tt0111686,6.4,66789
tt0111756,6.7,56960
tt0112281,6.4,240929
tt0112346,6.8,62121
tt0112384,7.7,324995
tt0112401,6.3,90059
tt0112427,5.8,3124
tt0112431,6.9,138099
tt0112442,6.8,304240
tt0112462,5.4,273240
tt0112471,8.1,356386
tt0112508,6.4,161509
tt0112541,6.6,10352
tt0112571,6.5,14612
tt0112573,8.3,1124428
tt0112579,7.6,92484
tt0112641,8.2,588200
tt0112642,6.2,152153
tt0112682,7.5,73115
tt0112688,6.9,24062
tt0112715,5.3,50242
tt0112740,7.4,129409
tt0112760,5.7,31758
tt0112818,7.5,104491
tt0112851,7.1,202588
tt0112857,6.8,25960
tt0112864,7.6,419068
tt0112870,8.0,79714
tt0112883,6.7,54230
tt0113010,4.4,14256
tt0113071,6.0,80562
tt0113101,6.7,113763
tt0113118,7.2,130090
tt0113161,6.9,93089
tt0113189,7.2,276543
tt0113243,6.2,77792
tt0113253,4.7,44132
tt0113277,8.3,750049
tt0113303,5.3,7767
tt0113326,6.8,47468
tt0113347,6.3,12789
tt0113362,7.0,6510
tt0113409,7.1,83373
tt0113451,5.3,14774
tt0113463,5.7,3270
tt0113481,5.6,78302
tt0113492,5.6,128285
tt0113497,7.1,392919
tt0113540,7.0,87884
tt0113677,7.5,20882
tt0113691,6.4,6700
tt0113749,7.0,131194
tt0113819,7.0,43770
tt0113820,5.3,30970
tt0113845,5.7,44192
tt0113855,5.8,127496
tt0113957,6.0,76744
tt0113972,6.3,46122
tt0113987,7.0,33553
tt0114011,6.8,33644
tt0114069,6.6,141768
tt0114095,6.5,7573
tt0114108,5.5,5787
tt0114113,6.0,2510
tt0114148,6.7,209643
tt0114214,6.5,107524
tt0114234,7.4,10765
tt0114287,6.9,47331
tt0114296,6.4,2090
tt0114345,5.3,16832
tt0114367,6.3,30511
tt0114369,8.6,1895594
tt0114371,5.3,1427
tt0114388,7.7,130764
tt0114436,5.1,77866
tt0114478,7.4,39016
tt0114508,5.9,88433
tt0114536,4.7,1115
tt0114558,7.2,80949
tt0114576,5.9,38237
tt0114609,6.5,10182
tt0114614,5.4,36202
tt0114660,6.7,30481
tt0114666,5.0,1292
tt0114681,6.8,56251
tt0114697,4.2,3975
tt0114746,8.0,662001
tt0114781,5.6,51521
tt0114814,8.5,1183944
tt0114825,4.7,25907
tt0114857,5.5,33573
tt0114885,6.0,12778
tt0114887,6.7,37683
tt0114898,6.3,217157
tt0115433,5.8,120641
tt0115571,6.2,39635
tt0115610,5.8,8978
tt0115632,6.9,22811
tt0115676,4.8,5692
tt0115685,7.2,106838
tt0115734,6.9,85587
tt0115736,7.3,63689
tt0115759,6.1,107691
tt0115783,5.8,41141
tt0115798,6.1,183679
tt0115857,5.7,57867
tt0115862,6.0,16620
tt0115906,7.0,9451
tt0115956,6.6,61422
tt0115963,6.5,113914
tt0115986,4.6,22818
tt0115994,5.9,5719
tt0116040,6.0,78659
tt0116118,6.3,10918
tt0116136,6.4,103649
tt0116191,6.6,42916
tt0116209,7.4,208092
tt0116213,6.2,120921
tt0116225,5.7,82960
tt0116250,6.3,38383
tt0116253,6.5,63283
tt0116259,6.2,21382
tt0116269,5.7,2346
tt0116277,5.9,52512
tt0116282,8.1,751822
tt0116313,6.5,56384
tt0116320,5.4,10108
tt0116322,5.3,11946
tt0116324,6.7,20417
tt0116365,7.1,98711
tt0116367,7.2,352927
tt0116378,6.6,9675
tt0116404,6.9,6208
tt0116409,6.8,67573
tt0116414,5.3,6756
tt0116483,7.0,260826
tt0116514,5.1,25670
tt0116583,7.0,177229
tt0116654,4.6,36639
tt0116669,5.8,65507
tt0116683,6.7,76198
tt0116695,7.3,296920
tt0116705,5.8,122863
tt0116707,5.5,14941
tt0116722,6.9,11447
tt0116743,6.0,11604
tt0116778,6.9,93528
tt0116830,6.4,62234
tt0116905,7.4,33995
tt0116908,6.8,88774
tt0116922,7.6,161852
tt0116985,6.6,2302
tt0116996,6.4,251173
tt0116999,6.7,30872
tt0117002,5.8,16221
tt0117008,7.0,184260
tt0117011,5.6,24780
tt0117039,7.1,34951
tt0117060,7.2,485861
tt0117104,6.2,8971
tt0117218,5.7,127222
tt0117260,5.7,2124
tt0117318,7.3,103095
tt0117331,5.1,36636
tt0117333,6.4,86071
tt0117372,5.7,14418
tt0117381,7.7,257806
tt0117420,5.6,29048
tt0117438,6.7,139099
tt0117477,7.3,8385
tt0117500,7.4,368334
tt0117589,8.0,49296
tt0117603,6.9,19305
tt0117628,6.0,18889
tt0117653,5.3,4634
tt0117665,7.5,244368
tt0117705,6.5,221196
tt0117718,7.0,7415
tt0117724,5.9,354
tt0117731,7.6,134626
tt0117765,4.6,49841
tt0117786,6.2,29853
tt0117791,6.3,8031
tt0117826,5.4,16230
tt0117913,7.5,189098
tt0117918,6.4,54621
tt0117951,8.1,746313
tt0117998,6.5,242805
tt0118158,6.6,26334
tt0118531,6.6,26058
tt0118548,6.7,62468
tt0118564,6.9,20455
tt0118570,5.3,20373
tt0118571,6.5,217084
tt0118577,3.5,3833
tt0118583,6.2,280544
tt0118589,2.4,24284
tt0118604,5.1,28091
tt0118607,7.3,84958
tt0118615,4.9,115806
tt0118617,7.1,141015
tt0118623,6.3,6304
tt0118655,7.0,264863
tt0118661,3.8,46180
tt0118665,2.6,28002
tt0118688,3.8,274691
tt0118715,8.1,886395
tt0118736,6.4,8246
tt0118747,4.9,35440
tt0118749,7.9,290098
tt0118771,7.0,65373
tt0118789,7.4,63827
tt0118798,6.8,27735
tt0118826,7.6,18060
tt0118829,6.9,8890
tt0118849,8.2,84919
tt0118880,6.9,328981
tt0118883,6.7,110230
tt0118884,7.5,302180
tt0118887,7.0,110649
tt0118928,6.1,102821
tt0118929,7.6,218786
tt0118954,7.3,49028
tt0118956,6.1,42690
tt0118971,7.5,420254
tt0118972,6.2,74198
tt0118983,7.0,25284
tt0118998,5.4,104646
tt0119008,7.7,342870
tt0119038,7.6,45911
tt0119079,6.8,8566
tt0119081,6.6,204825
tt0119094,7.3,412980
tt0119116,7.6,524335
tt0119123,5.1,19647
tt0119137,5.3,97003
tt0119142,5.8,12511
tt0119173,6.0,90027
tt0119174,7.7,449531
tt0119177,7.7,334428
tt0119210,6.4,15612
tt0119223,6.8,58277
tt0119256,7.1,56510
tt0119282,7.3,266111
tt0119303,4.6,132237
tt0119304,5.1,9145
tt0119314,6.7,44487
tt0119324,6.5,9040
tt0119345,5.8,164831
tt0119349,7.3,61894
tt0119395,6.4,128442
tt0119396,7.5,388072
tt0119468,6.6,93635
tt0119485,7.0,31195
tt0119488,8.2,638089
tt0119517,6.3,8459
tt0119528,6.9,347669
tt0119558,6.8,69995
tt0119567,6.6,457020
tt0119578,7.0,3760
tt0119592,6.3,21499
tt0119643,7.2,280540
tt0119654,7.3,635840
tt0119664,5.6,29815
tt0119668,6.6,42503
tt0119675,6.0,57425
tt0119698,8.3,455776
tt0119707,3.6,59542
tt0119709,5.6,6540
tt0119715,6.5,62402
tt0119738,6.4,160654
tt0119746,6.0,2731
tt0119784,6.0,12666
tt0119822,7.7,327186
tt0119832,5.9,7339
tt0119896,5.5,22011
tt0119906,5.6,8111
tt0119925,6.1,81091
tt0119934,7.2,7823
tt0119937,6.8,7823
tt0119951,6.9,39839
tt0119978,7.2,86093
tt0120004,5.8,31192
tt0120008,6.1,31223
tt0120036,7.2,9116
tt0120042,6.8,1823
tt0120053,6.2,73724
tt0120082,6.3,221267
tt0120094,6.9,32677
tt0120102,7.1,161127
tt0120107,4.9,5354
tt0120122,6.5,7944
tt0120133,5.3,6030
tt0120148,6.7,73215
tt0120157,6.0,60953
tt0120176,7.1,26621
tt0120177,5.2,74249
tt0120179,4.0,87989
tt0120184,6.1,115089
tt0120185,3.7,38531
tt0120188,7.1,183862
tt0120199,5.4,9217
tt0120201,7.3,333124
tt0120207,3.0,15459
tt0120255,7.4,37364
tt0120338,7.9,1331697
tt0120347,6.5,209245
tt0120363,7.9,641694
tt0120382,8.2,1267367
tt0120389,3.7,10180
tt0120390,5.0,13075
tt0120399,6.7,56126
tt0120434,5.9,54568
tt0120458,5.0,30785
tt0120467,5.2,4360
tt0120471,6.4,5071
tt0120483,6.6,35463
tt0120484,6.2,184685
tt0120524,5.8,27084
tt0120531,4.2,2317
tt0120577,5.9,35039
tt0120586,8.5,1225566
tt0120587,6.5,167141
tt0120591,6.7,464128
tt0120595,5.9,36527
tt0120596,5.1,19240
tt0120601,7.7,361226
tt0120604,4.1,12847
tt0120609,6.1,32279
tt0120611,7.1,315663
tt0120616,7.1,479757
tt0120620,6.4,24518
tt0120623,7.2,325301
tt0120630,7.1,218324
tt0120631,7.1,83621
tt0120632,6.7,131017
tt0120633,6.6,31773
tt0120645,4.1,3257
tt0120646,6.3,22064
tt0120647,6.3,196262
tt0120655,7.3,233620
tt0120657,6.6,135463
tt0120660,7.3,266531
tt0120663,7.5,396376
tt0120667,5.7,354324
tt0120669,7.5,309087
tt0120679,7.3,98012
tt0120681,6.7,167894
tt0120684,7.3,33445
tt0120685,5.5,208146
tt0120689,8.6,1474949
tt0120693,6.6,69224
tt0120694,5.8,85089
tt0120696,5.9,38209
tt0120703,5.7,8630
tt0120722,6.5,5137
tt0120735,8.1,632578
tt0120737,8.9,2094033
tt0120738,5.2,75981
tt0120741,5.5,16281
tt0120746,6.8,203219
tt0120755,6.1,389460
tt0120757,4.3,9739
tt0120762,7.7,329758
tt0120764,5.1,14750
tt0120768,7.3,159453
tt0120769,6.1,12811
tt0120770,6.2,66469
tt0120772,6.0,22009
tt0120777,6.4,21988
tt0120780,7.0,102312
tt0120784,7.1,149362
tt0120787,6.6,94987
tt0120791,6.3,99301
tt0120794,7.2,153138
tt0120800,6.3,18798
tt0120802,7.6,35035
tt0120804,6.6,298021
tt0120812,7.0,309313
tt0120815,8.6,1559687
tt0120828,5.9,85386
tt0120832,6.1,89332
tt0120841,4.5,32591
tt0120844,6.4,81108
tt0120855,7.3,257562
tt0120857,6.9,14621
tt0120863,7.6,205445
tt0120873,6.6,117205
tt0120885,7.1,90637
tt0120888,6.9,167307
tt0120889,7.0,117094
tt0120890,6.6,135659
tt0120891,4.9,170160
tt0120902,7.0,112080
tt0120903,7.3,670328
tt0120906,6.9,15675
tt0120907,6.8,110009
tt0120910,7.1,42601
tt0120912,6.2,416830
tt0120913,6.6,65158
tt0120915,6.5,886037
tt0120917,7.4,235945
tt0121164,7.4,312239
tt0121765,6.6,784096
tt0121766,7.6,873900
tt0122151,6.6,176195
tt0122459,7.0,23869
tt0122541,6.8,17252
tt0122690,7.2,200720
tt0122718,6.3,108219
tt0122933,6.7,164767
tt0123755,7.1,254465
tt0123948,7.5,29274
tt0123964,6.8,56969
tt0124102,5.1,8069
tt0124179,5.5,8795
tt0124198,6.3,49998
tt0124298,6.7,74012
tt0124315,7.4,107047
tt0124718,6.9,53042
tt0124879,6.8,22536
tt0125439,7.2,362626
tt0125659,7.7,74993
tt0125664,7.4,140472
tt0125971,6.4,9532
tt0126029,7.9,767731
tt0126250,6.8,14054
tt0127349,6.4,7793
tt0127536,7.4,107741
tt0127723,6.5,55480
tt0128214,5.5,374
tt0128442,7.3,163804
tt0128445,7.6,202326
tt0128853,6.7,236934
tt0129167,8.1,242279
tt0129280,5.5,15331
tt0129290,6.8,125717
tt0130018,4.8,81362
tt0130623,6.4,69868
tt0130827,7.6,212757
tt0131704,4.3,21537
tt0132245,4.6,43995
tt0132347,6.1,72191
tt0133046,5.3,22136
tt0133093,8.7,2141428
tt0133117,6.4,172
tt0133152,5.7,237506
tt0133240,7.2,139876
tt0133751,6.6,140719
tt0133952,6.4,80255
tt0134067,5.9,21291
tt0134084,5.7,172731
tt0134119,7.4,259972
tt0134154,6.7,14895
tt0134273,6.6,146854
tt0134618,6.7,28981
tt0134619,5.6,26231
tt0134847,7.0,258520
tt0134983,4.8,20234
tt0137338,6.0,16736
tt0137494,6.3,126626
tt0137523,8.8,2444392
tt0138304,5.4,58202
tt0138414,6.8,7231
tt0138510,6.3,48628
tt0138524,6.3,103558
tt0138749,6.9,112671
tt0139134,6.8,212955
tt0139239,7.2,77384
tt0139414,5.8,67637
tt0139462,6.3,41286
tt0139654,7.8,493163
tt0139809,7.0,79610
tt0140352,7.8,185632
tt0140888,8.0,47469
tt0141098,5.5,36618
tt0141399,5.3,2612
tt0141907,4.5,5358
tt0141926,6.6,89569
tt0142192,6.1,19635
tt0142342,6.4,241833
tt0142688,6.7,203702
tt0143145,6.4,214270
tt0144084,7.6,771734
tt0144117,7.6,256316
tt0144120,5.6,67117
tt0144168,6.2,22042
tt0144214,6.4,65433
tt0144528,4.5,54451
tt0144814,4.8,18615
tt0144964,4.6,21685
tt0145487,7.4,916858
tt0145531,6.2,74321
tt0145660,6.7,255281
tt0145681,6.7,192671
tt0145734,6.9,20659
tt0145893,5.2,15269
tt0145937,6.4,6397
tt0146309,7.3,64520
tt0146316,5.8,224364
tt0146336,5.6,74581
tt0146675,5.8,119106
tt0146838,6.9,128352
tt0146882,7.4,194266
tt0146984,6.7,60573
tt0147612,7.7,77003
tt0147800,7.3,414410
tt0149261,5.9,146951
tt0149691,6.2,19049
tt0150377,6.5,99488
tt0151137,6.4,71155
tt0151150,6.1,11381
tt0151738,6.0,100154
tt0151804,7.6,297742
tt0154421,6.7,34916
tt0155267,6.9,103765
tt0155713,6.8,630
tt0155776,5.7,30173
tt0155975,4.6,51626
tt0156841,4.7,11905
tt0156934,5.4,24618
tt0157472,5.2,15401
tt0157503,6.7,42756
tt0158622,3.7,26200
tt0158811,6.2,21247
tt0159097,7.2,177727
tt0159273,6.4,116080
tt0159365,7.2,160089
tt0160009,5.7,31515
tt0160127,5.6,201359
tt0160184,5.3,30215
tt0160338,5.9,2795
tt0160401,6.2,7304
tt0160429,4.4,4418
tt0160797,6.4,51432
tt0160916,6.0,25377
tt0161023,6.7,3725
tt0161081,6.6,139882
tt0161100,7.0,10622
tt0162222,7.8,661940
tt0162360,6.3,10433
tt0162650,6.0,82547
tt0162661,7.3,397347
tt0162710,7.2,9659
tt0162983,4.9,13441
tt0163025,5.9,351046
tt0163187,5.6,107253
tt0163579,5.2,10244
tt0163676,4.7,4949
tt0163978,6.6,260114
tt0164052,5.9,141784
tt0164085,7.0,6541
tt0164114,5.8,21994
tt0164181,6.9,90356
tt0164184,6.5,127912
tt0164212,6.4,29113
tt0164334,6.4,98854
tt0164538,7.5,32292
tt0164912,6.0,154565
tt0165494,3.3,5460
tt0165643,5.0,6142
tt0165710,6.8,42102
tt0165854,6.9,36095
tt0165929,6.1,75244
tt0165982,6.7,61650
tt0166110,4.5,8484
tt0166175,6.9,20440
tt0166276,4.8,19626
tt0166813,7.2,89731
tt0166924,7.9,404164
tt0166943,6.7,13570
tt0167190,6.9,360056
tt0167456,4.3,14768
tt0168501,6.7,12368
tt0168629,7.9,120113
tt0168786,7.3,39525
tt0169102,8.1,123474
tt0169302,7.0,2068
tt0170016,6.4,311287
tt0171356,5.6,8078
tt0171359,5.9,10200
tt0171363,5.0,82366
tt0171433,6.4,53783
tt0171804,7.5,105737
tt0172156,6.6,280009
tt0172396,7.0,24680
tt0172495,8.5,1745177
tt0173840,6.4,84920
tt0174204,4.7,3777
tt0174856,7.6,104929
tt0175880,8.0,336744
tt0176269,4.2,31375
tt0176783,5.9,17956
tt0177789,7.4,184856
tt0177971,6.5,182996
tt0178868,7.2,81336
tt0179098,6.6,14935
tt0179116,6.8,46080
tt0179626,6.1,52638
tt0180052,3.9,27665
tt0180073,7.2,57926
tt0180093,8.3,933557
tt0180734,6.4,34599
tt0181316,6.4,91184
tt0181536,7.3,91353
tt0181689,7.6,600060
tt0181739,6.3,40063
tt0181852,6.3,427036
tt0181865,7.6,224371
tt0181875,7.9,302518
tt0181984,7.0,57744
tt0182295,5.9,5001
tt0182789,6.9,128132
tt0183505,6.6,257717
tt0183523,5.7,77805
tt0183649,7.1,293712
tt0183790,7.0,209526
tt0184858,5.8,43436
tt0184894,6.6,138393
tt0185125,7.8,106180
tt0185183,2.5,84391
tt0185371,5.6,61722
tt0186045,5.7,15930
tt0186151,7.4,119009
tt0186566,6.5,88489
tt0186589,5.7,15829
tt0186894,5.8,22084
tt0187078,6.5,302041
tt0187393,7.2,302646
tt0187738,6.7,243650
tt0188030,7.6,10169
tt0188674,7.1,28193
tt0189584,6.5,15240
tt0189998,6.9,46467
tt0190138,6.7,132101
tt0190374,3.7,37061
tt0190590,7.7,340063
tt0190641,6.3,47679
tt0190865,6.0,66826
tt0191076,6.7,249
tt0191133,5.6,7808
tt0192111,5.4,15653
tt0192255,5.8,11990
tt0192614,5.6,34350
tt0192731,4.4,19504
tt0194218,6.6,9424
tt0195234,6.9,19652
tt0195685,7.5,232493
tt0195714,6.7,296120
tt0195945,6.1,45589
tt0196229,6.5,304432
tt0196857,5.5,12566
tt0198021,6.7,37343
tt0198781,8.1,1020888
tt0199290,4.7,3794
tt0199725,7.2,25436
tt0199753,5.7,60788
tt0200027,6.5,31083
tt0200465,7.2,192944
tt0200550,5.8,124250
tt0200720,7.0,8280
tt0202402,5.5,12519
tt0202470,6.3,46181
tt0202677,6.6,35970
tt0203009,7.6,306319
tt0203019,7.2,128084
tt0204175,5.4,17902
tt0204313,5.1,40864
tt0204350,4.9,1425
tt0204946,6.2,109577
tt0205000,5.7,82248
tt0206275,6.2,67476
tt0206314,6.6,78706
tt0206634,7.9,545463
tt0207201,6.5,229977
tt0208003,5.2,93038
tt0208092,8.2,940913
tt0208988,5.2,37817
tt0209077,5.8,31359
tt0209144,8.4,1370932
tt0209163,6.4,356464
tt0209475,5.4,89662
tt0209958,6.4,112470
tt0210234,6.1,24720
tt0210382,5.8,10224
tt0210616,6.7,23270
tt0210945,7.8,239452
tt0211181,4.9,40617
tt0211443,4.5,63845
tt0211465,6.1,25278
tt0211933,6.5,83047
tt0212338,7.0,366497
tt0212346,6.3,238883
tt0212712,7.4,63561
tt0212720,7.2,330231
tt0212985,6.8,303180
tt0213149,6.2,360092
tt0213790,5.2,14097
tt0214289,6.3,3820
tt0215129,6.5,182803
tt0215750,7.5,284427
tt0216216,5.9,130425
tt0217107,3.9,786
tt0217505,7.5,486546
tt0217756,5.4,15776
tt0217869,7.3,455046
tt0218043,7.6,9619
tt0218553,5.9,15249
tt0218817,6.1,30793
tt0218922,6.0,61576
tt0219653,4.9,37623
tt0219699,6.7,77536
tt0219822,6.4,19286
tt0219854,6.1,45270
tt0219965,6.5,72500
tt0220099,6.3,20971
tt0220506,3.9,51381
tt0220656,8.4,8942
tt0221027,7.5,281012
tt0221218,5.8,41047
tt0221809,7.5,470
tt0222012,8.0,14508
tt0222850,6.9,8382
tt0222851,7.1,25224
tt0223897,7.2,126071
tt0225071,5.7,26110
tt0227005,6.3,19907
tt0227445,6.8,138426
tt0227538,5.6,131182
tt0228333,4.9,59540
tt0230011,6.9,140353
tt0230030,6.1,114970
tt0230838,6.7,96604
tt0231402,4.8,26808
tt0232500,6.8,435505
tt0233142,6.0,49830
tt0233469,5.5,79263
tt0234215,7.2,649291
tt0234354,5.8,12032
tt0234829,5.1,16926
tt0235679,5.8,15833
tt0235737,7.0,32451
tt0236493,6.1,118354
tt0236784,6.1,31936
tt0237534,7.0,74055
tt0237572,6.7,72566
tt0238112,5.9,36662
tt0238380,7.3,354239
tt0238546,5.3,62128
tt0239395,5.2,63951
tt0239948,5.9,43930
tt0239986,6.4,6992
tt0240462,4.7,48539
tt0240510,6.5,35984
tt0240772,7.7,642148
tt0240890,6.8,126165
tt0240900,5.3,15491
tt0241025,6.2,23825
tt0241303,7.2,206159
tt0241527,7.7,898591
tt0242256,8.3,7762
tt0242423,5.5,148845
tt0242445,5.6,37643
tt0242572,7.6,3899
tt0242587,7.1,10765
tt0242653,6.7,558922
tt0243585,5.5,60078
tt0243655,6.5,61926
tt0244000,5.9,18031
tt0244244,6.5,199688
tt0244504,7.0,1920
tt0245562,6.1,75245
tt0245574,7.7,133716
tt0245686,6.0,62899
tt0245844,7.7,154103
tt0246460,6.1,233893
tt0246464,6.4,22134
tt0246544,4.8,15234
tt0246578,8.0,877951
tt0246989,5.3,20231
tt0247199,7.1,42184
tt0247303,4.7,5635
tt0247638,6.4,172424
tt0247745,7.0,115717
tt0248012,6.0,4615
tt0248667,6.7,107801
tt0249478,5.6,29297
tt0249516,1.3,12258
tt0250224,6.4,26054
tt0250310,4.7,13962
tt0250371,6.2,4881
tt0250494,6.5,264126
tt0250687,6.5,126269
tt0250797,6.7,102390
tt0251075,6.1,139027
tt0251114,6.4,56472
tt0251127,6.5,294753
tt0251160,7.1,148199
tt0251736,6.0,96853
tt0252028,5.5,29462
tt0252076,5.4,99128
tt0252223,4.8,2754
tt0252501,6.9,42053
tt0252866,6.4,277523
tt0253474,8.5,961529
tt0253556,6.2,148829
tt0253754,6.4,85683
tt0253798,6.3,18901
tt0253867,5.2,64170
tt0254686,7.5,75557
tt0255477,4.3,8780
tt0255589,6.9,15202
tt0255798,4.8,65468
tt0255819,6.5,17416
tt0256009,7.4,72913
tt0256276,6.3,13843
tt0256380,6.0,148928
tt0256415,6.2,127778
tt0257044,7.7,292167
tt0257076,6.1,156769
tt0257106,5.4,181870
tt0257360,7.2,135595
tt0257516,5.1,36191
tt0257756,6.4,49662
tt0258000,6.8,305862
tt0258068,7.0,30335
tt0258463,7.8,592470
tt0259288,6.1,40774
tt0259308,4.6,1650
tt0259324,5.3,259813
tt0259711,6.9,293215
tt0260866,6.3,58607
tt0261289,5.3,19262
tt0261392,6.8,163546
tt0261755,5.6,606
tt0261983,6.4,64764
tt0262396,5.9,8031
tt0263488,6.2,149322
tt0263734,5.9,4800
tt0263757,6.2,46441
tt0264395,6.4,67922
tt0264464,8.1,1154592
tt0264472,6.5,76233
tt0264616,7.2,95013
tt0264935,6.2,64236
tt0265086,7.7,437808
tt0265208,6.7,250213
tt0265298,5.5,41570
tt0265349,6.4,86948
tt0265459,6.8,135612
tt0265632,6.5,12070
tt0265662,6.9,38115
tt0265666,7.6,321219
tt0266308,7.5,200084
tt0266391,6.4,9274
tt0266465,6.0,50244
tt0266489,5.9,64005
tt0266697,8.2,1243356
tt0266747,3.0,5542
tt0266915,6.7,248448
tt0266987,7.1,171897
tt0267248,4.8,10292
tt0267287,6.4,13871
tt0267626,6.7,69456
tt0267804,5.9,97716
tt0267913,5.3,131899
tt0268126,7.7,208158
tt0268200,6.7,1673
tt0268380,7.5,540167
tt0268397,6.1,39250
tt0268695,6.0,132979
tt0268978,8.2,1017443
tt0268995,6.9,59252
tt0269095,6.1,27062
tt0269347,6.1,52969
tt0270288,7.0,93595
tt0271027,6.6,67976
tt0271946,5.8,19214
tt0272020,6.9,87276
tt0272152,7.4,196794
tt0272207,7.1,44205
tt0272338,7.3,184577
tt0273799,5.4,9006
tt0274166,6.3,179478
tt0274558,7.5,143847
tt0274812,6.9,103700
tt0275022,3.8,45680
tt0275491,7.4,64765
tt0275719,7.2,21702
tt0275847,7.3,222889
tt0276751,7.1,195641
tt0276919,8.0,163319
tt0277027,7.6,158087
tt0277296,5.5,148573
tt0277371,5.8,120503
tt0277434,7.2,155148
tt0277895,6.5,526
tt0278295,5.8,16029
tt0278435,5.8,49404
tt0278488,6.2,63396
tt0278504,7.2,328373
tt0279111,6.2,17607
tt0279113,6.4,48573
tt0279331,6.6,24810
tt0279493,5.9,36951
tt0280030,5.8,22930
tt0280380,6.1,26400
tt0280486,5.6,50976
tt0280590,5.8,157485
tt0280665,6.2,38438
tt0280707,7.2,97937
tt0280760,6.8,36431
tt0281322,6.1,35477
tt0281358,7.3,226219
tt0281680,6.5,983
tt0282687,5.8,28723
tt0283026,5.1,21719
tt0283084,6.6,26000
tt0283111,6.4,118129
tt0283160,4.4,5793
tt0283426,5.3,18699
tt0283503,6.3,6072
tt0283900,7.3,43380
tt0284490,5.6,66151
tt0285441,7.4,6960
tt0285462,4.9,32871
tt0285531,5.5,98190
tt0285728,5.6,12028
tt0285823,6.3,173162
tt0286106,6.8,399804
tt0286244,7.7,58134
tt0286716,5.6,284912
tt0287467,7.9,119695
tt0287717,5.3,76081
tt0287978,5.3,235066
tt0288477,5.6,112913
tt0289408,6.5,11346
tt0289635,6.3,14965
tt0289765,7.2,301500
tt0289848,5.9,90996
tt0289879,7.6,538224
tt0289992,7.5,129087
tt0290002,6.3,294438
tt0290145,6.6,3769
tt0290212,4.7,11422
tt0290332,4.8,7909
tt0290334,7.4,595166
tt0290747,4.1,7293
tt0291502,3.6,18296
tt0292490,8.0,77601
tt0292963,7.3,116273
tt0293416,7.2,23284
tt0293508,7.2,134211
tt0293564,6.2,190444
tt0293662,6.8,328967
tt0293815,5.8,31334
tt0294870,6.8,56928
tt0295178,6.2,228143
tt0295254,3.4,23261
tt0295289,5.6,18822
tt0295297,7.4,724594
tt0295700,6.1,138433
tt0295701,5.8,189686
tt0295721,5.8,47027
tt0296572,6.6,247081
tt0296574,8.0,16664
tt0297037,6.5,10631
tt0297144,6.8,6577
tt0297181,5.4,54336
tt0297284,6.3,65589
tt0297884,7.3,50336
tt0298130,7.1,387993
tt0298148,7.4,527548
tt0298203,7.2,335973
tt0298228,7.5,44710
tt0298744,6.7,15555
tt0298814,5.5,109829
tt0299172,5.4,27500
tt0299658,7.2,249410
tt0299930,2.6,51436
tt0299977,7.9,190368
tt0300051,6.2,72589
tt0300471,6.2,114813
tt0300532,5.7,33648
tt0300556,5.6,67395
tt0301470,5.7,73266
tt0301727,7.9,12519
tt0302886,7.0,249731
tt0303243,7.3,4251
tt0303361,6.6,42274
tt0303714,6.3,34506
tt0303933,6.0,36849
tt0304141,7.9,724561
tt0304328,6.3,6852
tt0304669,5.8,66723
tt0304711,5.1,18769
tt0305224,6.3,234199
tt0305357,4.9,135926
tt0305669,5.6,40133
tt0305711,5.5,75968
tt0306047,5.6,163584
tt0306685,5.8,47647
tt0306841,5.6,43376
tt0307453,6.0,205107
tt0307479,6.2,87511
tt0307596,6.7,1275
tt0307901,7.6,187311
tt0307987,7.0,161164
tt0308208,3.7,21439
tt0308353,4.5,11360
tt0308644,7.6,214460
tt0309377,6.4,49243
tt0309530,6.3,45707
tt0309593,6.2,191449
tt0309698,7.3,278155
tt0309987,7.1,136970
